Chanel		intensity
1	69
2	60
3	53
4	56
5	65
6	70
7	54
8	52
9	63
10	48
11	52
12	59
13	51
14	43
15	57
16	50
17	63
18	70
19	66
20	63
21	68
22	60
23	69
24	62
25	56
26	60
27	64
28	53
29	62
30	46
31	61
32	55
33	61
34	55
35	50
36	58
37	53
38	51
39	44
40	63
41	65
42	61
43	58
44	54
45	52
46	58
47	41
48	59
49	63
50	49
51	57
52	52
53	63
54	68
55	66
56	66
57	55
58	58
59	61
60	56
61	58
62	60
63	58
64	39
65	50
66	62
67	58
68	47
69	59
70	62
71	46
72	43
73	52
74	59
75	58
76	54
77	53
78	63
79	41
80	55
81	60
82	53
83	60
84	52
85	45
86	64
87	55
88	53
89	54
90	51
91	57
92	56
93	48
94	53
95	46
96	62
97	45
98	53
99	52
100	68
101	47
102	64
103	54
104	53
105	42
106	66
107	57
108	59
109	50
110	54
111	53
112	52
113	69
114	67
115	51
116	67
117	57
118	46
119	57
120	49
121	59
122	55
123	65
124	58
125	49
126	49
127	56
128	51
129	58
130	52
131	58
132	58
133	58
134	59
135	44
136	46
137	58
138	45
139	51
140	55
141	58
142	59
143	56
144	64
145	45
146	55
147	56
148	62
149	49
150	54
151	55
152	57
153	44
154	47
155	52
156	51
157	71
158	63
159	55
160	42
161	58
162	56
163	54
164	45
165	66
166	55
167	51
168	55
169	46
170	41
171	48
172	45
173	63
174	55
175	49
176	54
177	61
178	55
179	37
180	63
181	40
182	52
183	60
184	49
185	48
186	49
187	50
188	57
189	42
190	53
191	49
192	51
193	53
194	51
195	44
196	57
197	50
198	47
199	43
200	45
201	46
202	38
203	48
204	44
205	51
206	56
207	49
208	41
209	49
210	55
211	59
212	58
213	60
214	35
215	56
216	60
217	48
218	52
219	64
220	52
221	40
222	63
223	47
224	56
225	66
226	57
227	48
228	65
229	58
230	58
231	58
232	60
233	44
234	48
235	44
236	48
237	42
238	59
239	59
240	49
241	65
242	56
243	46
244	52
245	49
246	48
247	65
248	42
249	40
250	48
251	42
252	54
253	42
254	49
255	46
256	44
257	49
258	44
259	46
260	59
261	58
262	45
263	31
264	53
265	43
266	51
267	40
268	45
269	46
270	38
271	44
272	60
273	57
274	44
275	50
276	51
277	57
278	53
279	33
280	48
281	41
282	47
283	37
284	51
285	44
286	55
287	48
288	44
289	52
290	39
291	40
292	39
293	31
294	47
295	41
296	43
297	40
298	42
299	47
300	48
301	54
302	43
303	39
304	44
305	52
306	63
307	44
308	48
309	43
310	49
311	53
312	40
313	31
314	57
315	42
316	57
317	46
318	34
319	49
320	38
321	45
322	53
323	56
324	52
325	44
326	50
327	46
328	42
329	45
330	39
331	44
332	48
333	49
334	57
335	41
336	44
337	49
338	53
339	45
340	49
341	42
342	45
343	57
344	39
345	41
346	52
347	62
348	50
349	57
350	47
351	40
352	35
353	50
354	35
355	49
356	42
357	46
358	50
359	50
360	44
361	42
362	50
363	50
364	53
365	49
366	45
367	53
368	49
369	57
370	46
371	39
372	37
373	45
374	38
375	48
376	39
377	49
378	44
379	39
380	51
381	64
382	54
383	52
384	45
385	34
386	54
387	48
388	41
389	45
390	53
391	30
392	29
393	44
394	42
395	46
396	51
397	40
398	38
399	37
400	47
401	46
402	51
403	41
404	32
405	44
406	45
407	46
408	43
409	38
410	47
411	43
412	38
413	43
414	43
415	36
416	61
417	48
418	50
419	34
420	43
421	56
422	41
423	56
424	42
425	45
426	50
427	43
428	40
429	39
430	62
431	47
432	48
433	34
434	43
435	51
436	45
437	30
438	35
439	40
440	46
441	41
442	46
443	48
444	48
445	37
446	44
447	36
448	46
449	36
450	46
451	34
452	32
453	41
454	39
455	33
456	35
457	32
458	36
459	40
460	41
461	42
462	43
463	39
464	46
465	55
466	47
467	38
468	44
469	38
470	50
471	35
472	51
473	30
474	43
475	41
476	40
477	44
478	49
479	36
480	38
481	26
482	29
483	45
484	41
485	42
486	47
487	37
488	45
489	39
490	37
491	45
492	27
493	48
494	49
495	52
496	43
497	29
498	36
499	39
500	38
501	42
502	47
503	34
504	44
505	44
506	41
507	48
508	49
509	38
510	39
511	31
512	47
513	40
514	39
515	38
516	32
517	34
518	41
519	41
520	43
521	47
522	39
523	37
524	34
525	35
526	41
527	33
528	33
529	40
530	40
531	33
532	48
533	32
534	43
535	35
536	31
537	26
538	47
539	43
540	33
541	42
542	31
543	49
544	36
545	47
546	40
547	33
548	48
549	35
550	25
551	46
552	44
553	37
554	38
555	39
556	40
557	42
558	40
559	39
560	33
561	35
562	30
563	43
564	47
565	36
566	33
567	50
568	36
569	41
570	35
571	42
572	44
573	43
574	36
575	46
576	43
577	37
578	27
579	39
580	33
581	41
582	39
583	37
584	34
585	32
586	39
587	43
588	38
589	38
590	33
591	28
592	27
593	32
594	42
595	35
596	39
597	39
598	46
599	32
600	37
601	46
602	33
603	34
604	46
605	39
606	34
607	39
608	37
609	40
610	38
611	35
612	41
613	33
614	40
615	47
616	34
617	39
618	50
619	39
620	38
621	39
622	40
623	28
624	37
625	36
626	34
627	42
628	31
629	32
630	45
631	36
632	38
633	32
634	28
635	41
636	29
637	35
638	31
639	24
640	45
641	25
642	31
643	35
644	46
645	32
646	42
647	38
648	39
649	38
650	37
651	43
652	43
653	26
654	42
655	37
656	36
657	33
658	48
659	45
660	41
661	34
662	36
663	33
664	39
665	34
666	48
667	36
668	30
669	30
670	27
671	37
672	33
673	42
674	35
675	37
676	33
677	35
678	28
679	28
680	28
681	30
682	34
683	34
684	32
685	33
686	30
687	34
688	39
689	36
690	31
691	27
692	34
693	36
694	36
695	43
696	37
697	32
698	41
699	36
700	27
701	36
702	44
703	44
704	38
705	34
706	44
707	29
708	38
709	35
710	31
711	25
712	35
713	31
714	27
715	39
716	37
717	31
718	30
719	25
720	26
721	33
722	37
723	35
724	28
725	33
726	29
727	27
728	28
729	38
730	29
731	32
732	25
733	29
734	38
735	26
736	38
737	42
738	28
739	31
740	27
741	28
742	32
743	39
744	32
745	31
746	42
747	33
748	35
749	33
750	20
751	27
752	32
753	33
754	38
755	40
756	31
757	38
758	35
759	33
760	37
761	46
762	44
763	25
764	33
765	45
766	35
767	31
768	31
769	28
770	28
771	27
772	27
773	34
774	33
775	38
776	31
777	27
778	42
779	28
780	28
781	28
782	24
783	35
784	26
785	33
786	25
787	36
788	30
789	24
790	36
791	43
792	26
793	35
794	28
795	38
796	41
797	22
798	26
799	22
800	28
801	24
802	37
803	29
804	24
805	34
806	35
807	37
808	30
809	41
810	32
811	32
812	21
813	37
814	39
815	35
816	30
817	27
818	28
819	30
820	30
821	37
822	23
823	30
824	30
825	36
826	24
827	33
828	32
829	31
830	33
831	28
832	34
833	29
834	29
835	42
836	27
837	28
838	36
839	33
840	33
841	34
842	32
843	41
844	36
845	31
846	26
847	26
848	31
849	26
850	27
851	32
852	32
853	26
854	37
855	26
856	40
857	25
858	28
859	35
860	23
861	32
862	32
863	33
864	30
865	22
866	35
867	43
868	29
869	23
870	30
871	28
872	31
873	41
874	21
875	35
876	35
877	23
878	37
879	35
880	35
881	23
882	34
883	27
884	32
885	25
886	28
887	32
888	27
889	28
890	22
891	36
892	28
893	31
894	25
895	19
896	26
897	31
898	30
899	21
900	26
901	30
902	25
903	28
904	24
905	22
906	25
907	31
908	25
909	32
910	32
911	25
912	36
913	31
914	34
915	33
916	28
917	24
918	24
919	26
920	23
921	39
922	26
923	25
924	32
925	20
926	18
927	24
928	18
929	24
930	25
931	22
932	32
