Chanel		intensity
1	110
2	117
3	102
4	124
5	126
6	126
7	104
8	104
9	102
10	114
11	97
12	96
13	85
14	113
15	93
16	100
17	109
18	94
19	98
20	116
21	98
22	100
23	109
24	107
25	103
26	102
27	112
28	110
29	88
30	94
31	98
32	99
33	93
34	95
35	107
36	92
37	86
38	83
39	98
40	100
41	80
42	84
43	90
44	94
45	80
46	84
47	91
48	82
49	73
50	59
51	88
52	88
53	89
54	93
55	87
56	90
57	77
58	94
59	91
60	87
61	76
62	70
63	62
64	79
65	81
66	90
67	64
68	81
69	82
70	96
71	86
72	83
73	72
74	79
75	79
76	76
77	67
78	81
79	88
80	70
81	68
82	62
83	81
84	90
85	69
86	80
87	90
88	73
89	67
90	61
91	77
92	81
93	67
94	81
95	60
96	66
97	79
98	61
99	78
100	66
101	59
102	74
103	67
104	60
105	71
106	73
107	81
108	89
109	70
110	60
111	62
112	68
113	64
114	57
115	81
116	70
117	64
118	45
119	56
120	72
121	57
122	55
123	60
124	78
125	58
126	44
127	52
128	64
129	50
130	60
131	67
132	54
133	54
134	52
135	73
136	64
137	57
138	67
139	57
140	47
141	50
142	47
143	59
144	66
145	60
146	45
147	45
148	56
149	61
150	54
151	56
152	44
153	57
154	33
155	55
156	56
157	44
158	67
159	60
160	57
161	50
162	56
163	52
164	54
165	52
166	53
167	57
168	66
169	48
170	54
171	43
172	51
173	42
174	51
175	50
176	38
177	42
178	58
179	49
180	54
181	57
182	55
183	58
184	50
185	51
186	52
187	41
188	39
189	52
190	50
191	40
192	45
193	58
194	43
195	50
196	51
197	55
198	55
199	53
200	50
201	28
202	42
203	45
204	41
205	46
206	35
207	44
208	52
209	57
210	45
211	43
212	42
213	50
214	40
215	51
216	43
217	52
218	38
219	38
220	57
221	43
222	48
223	35
224	45
225	47
226	41
227	40
228	37
229	40
230	30
231	41
232	28
233	47
234	43
235	28
236	39
237	32
238	33
239	39
240	33
241	40
242	33
243	39
244	33
245	34
246	34
247	32
248	41
249	36
250	47
251	36
252	41
253	43
254	41
255	46
256	31
257	33
258	42
259	37
260	37
261	31
262	31
263	32
264	31
265	36
266	35
267	37
268	40
269	26
270	36
271	21
272	47
273	28
274	28
275	38
276	30
277	31
278	24
279	26
280	37
281	31
282	30
283	29
284	35
285	37
286	36
287	41
288	32
289	30
290	22
291	30
292	27
293	29
294	35
295	22
296	25
297	39
298	23
299	31
300	24
301	31
302	32
303	36
304	37
305	20
306	34
307	30
308	40
309	40
310	25
311	28
312	29
313	32
314	37
315	36
316	26
317	31
318	31
319	28
320	43
321	34
322	34
323	30
324	42
325	26
326	32
327	30
328	25
329	28
330	29
331	39
332	31
333	17
334	27
335	25
336	22
337	19
338	33
339	28
340	16
341	25
342	23
343	25
344	27
345	25
346	34
347	24
348	33
349	29
350	20
351	31
352	23
353	28
354	36
355	17
356	21
357	22
358	32
359	22
360	32
361	29
362	24
363	25
364	27
365	23
366	25
367	29
368	32
369	27
370	20
371	18
372	27
373	29
374	21
375	22
376	32
377	12
378	23
379	22
380	29
381	18
382	33
383	17
384	24
385	29
386	16
387	26
388	26
389	24
390	23
391	29
392	27
393	27
394	21
395	20
396	25
397	23
398	19
399	24
400	23
401	18
402	23
403	29
404	26
405	26
406	23
407	19
408	22
409	26
410	30
411	25
412	25
413	23
414	19
415	15
416	11
417	23
418	17
419	33
420	17
421	22
422	21
423	16
424	21
425	29
426	36
427	24
428	25
429	14
430	24
431	21
432	17
433	13
434	21
435	20
436	25
437	24
438	18
439	24
440	12
441	22
442	24
443	17
444	27
445	22
446	21
447	20
448	32
449	23
450	26
451	28
452	13
453	20
454	23
455	10
456	21
457	26
458	16
459	16
460	23
461	14
462	23
463	15
464	13
465	13
466	24
467	14
468	20
469	16
470	26
471	23
472	12
473	15
474	15
475	24
476	17
477	25
478	26
479	10
480	13
481	22
482	27
483	21
484	19
485	14
486	10
487	9
488	20
489	17
490	21
491	21
492	13
493	16
494	20
495	18
496	25
497	15
498	14
499	17
500	15
501	20
502	20
503	17
504	16
505	20
506	7
507	15
508	18
509	9
510	17
511	20
512	17
513	15
514	16
515	12
516	24
517	10
518	21
519	17
520	15
521	17
522	21
523	16
524	15
525	18
526	24
527	23
528	16
529	12
530	20
531	15
532	23
533	12
534	18
535	23
536	12
537	13
538	17
539	14
540	21
541	17
542	14
543	14
544	17
545	20
546	16
547	17
548	17
549	14
550	14
551	15
552	17
553	15
554	14
555	13
556	15
557	15
558	11
559	11
560	21
561	21
562	14
563	14
564	18
565	11
566	21
567	14
568	13
569	16
570	20
571	12
572	12
573	18
574	13
575	14
576	18
577	13
578	13
579	14
580	18
581	15
582	10
583	13
584	14
585	18
586	14
587	17
588	12
589	14
590	11
591	10
592	20
593	16
594	9
595	17
596	15
597	10
598	12
599	17
600	10
601	8
602	14
603	11
604	14
605	10
606	9
607	9
608	13
609	19
610	14
611	12
612	13
613	16
614	14
615	18
616	12
617	15
618	17
619	12
620	12
621	21
622	12
623	13
624	15
625	9
626	15
627	10
628	11
629	14
630	11
631	12
632	13
633	14
634	15
635	22
636	15
637	15
638	14
639	18
640	10
641	18
642	10
643	13
644	15
645	16
646	14
647	8
648	10
649	9
650	11
651	15
652	12
653	13
654	13
655	10
656	5
657	13
658	15
659	14
660	10
661	18
662	14
663	9
664	13
665	15
666	15
667	14
668	8
669	14
670	9
671	7
672	14
673	11
674	16
675	14
676	16
677	20
678	13
679	11
680	12
681	12
682	12
683	16
684	3
685	17
686	7
687	11
688	18
689	18
690	17
691	11
692	10
693	20
694	7
695	11
696	14
697	6
698	12
699	14
700	12
701	14
702	13
703	13
704	17
705	6
706	14
707	13
708	13
709	20
710	19
711	18
712	13
713	12
714	16
715	12
716	8
717	1
718	13
719	11
720	9
721	11
722	10
723	12
724	14
725	13
726	9
727	8
728	13
729	5
730	4
731	12
732	12
733	11
734	11
735	11
736	15
737	2
738	9
739	6
740	17
741	11
742	10
743	9
744	9
745	13
746	14
747	6
748	13
749	16
750	15
751	15
752	9
753	9
754	10
755	6
756	10
757	7
758	15
759	8
760	17
761	14
762	10
763	15
764	7
765	12
766	9
767	9
768	10
769	9
770	11
771	11
772	10
773	12
774	12
775	8
776	7
777	13
778	12
779	6
780	11
781	10
782	12
783	3
784	13
785	14
786	8
787	11
788	8
789	12
790	13
791	12
792	14
793	9
794	12
795	6
796	6
797	18
798	11
799	16
800	16
801	16
802	11
803	12
804	10
805	6
806	6
807	16
808	5
809	4
810	10
811	13
812	12
813	8
814	7
815	10
816	9
817	9
818	5
819	12
820	10
821	13
822	6
823	11
824	10
825	10
826	18
827	16
828	11
829	12
830	16
831	15
832	10
833	15
834	10
835	16
836	12
837	11
838	14
839	10
840	13
841	12
842	12
843	7
844	14
845	12
846	14
847	11
848	16
849	10
850	7
851	10
852	10
853	11
854	14
855	9
856	11
857	8
858	3
859	11
860	12
861	7
862	8
863	8
864	12
865	13
866	8
867	10
868	10
869	12
870	9
871	4
872	13
873	8
874	14
875	6
876	9
877	15
878	9
879	10
880	19
881	10
882	12
883	10
884	9
885	16
886	7
887	10
888	6
889	11
890	10
891	3
892	12
893	10
894	18
895	5
896	9
897	10
898	6
899	7
900	11
901	13
902	7
903	7
904	10
905	8
906	8
907	10
908	13
909	6
910	10
911	19
912	13
913	11
914	16
915	10
916	6
917	6
918	8
919	13
920	13
921	9
922	7
923	14
924	5
925	12
926	13
927	13
928	13
929	7
930	13
931	13
932	14
933	10
934	9
935	11
